Surname,Awards,Education,DBLP Info
Date,0,"Chris Date attended High Wycombe Royal Grammar School (U.K.) from 1951 to 1958 and received his BA in Mathematics from Cambridge University (U.K.) in 1962. He entered the computer business as a mathematical programmer at Leo Computers Ltd. (London), where he quickly moved into education and training. In 1966, he earned his master's degree at Cambridge, and, in 1967, he joined IBM Hursley (UK) as a computer programming instructor. Between 1969 and 1974, he was a principal instructor in IBM's European education program. While working at IBM he was involved",55
Dean,6,"Dean received a B.S., summa cum laude, from the University of Minnesota in computer science and economics in 1990.[3] He received a Ph.D. in computer science from the University of Washington in 1996, working under Craig Chambers on compilers[4] and whole-program optimization techniques for object-oriented programming languages.[5] He was elected to the National Academy of Engineering in 2009, which recognized his work on ""the science and engineering of large-scale distributed computer systems"".[6]",111
Demaine,3,"Demaine was born in Halifax, Nova Scotia, to mathematician and sculptor Martin L. Demaine and Judy Anderson. From the age of 7, he was identified as a child prodigy and spent time traveling across North America with his father.[1] He was home-schooled during that time span until entering university at the age of 12.[2][3] Demaine completed his bachelor's degree at 14 years of age at Dalhousie University in Canada, and completed his PhD at the University of Waterloo by the time he was 20 years old.[4][5] Demaine's PhD dissertation, a",740
DeMarco,1,"Tom DeMarco was born in Hazleton, Pennsylvania. He received a BSEE degree in Electrical Engineering from Cornell University, a M.S. from Columbia University, and a diplôme from the University of Paris.[1]",33
DeMillo,0,"A Minnesota native, Richard DeMillo was born and raised in Hibbing, Minnesota and received his Bachelor of Arts in mathematics from the University of St. Thomas in St. Paul Minnesota in 1969 and a Ph.D. in information and computer science from Georgia Tech in 1972.",64
Denning,2,"Dorothy Elizabeth Robling, daughter of C. Lowell and Helen Watson Robling, grew up in Grand Rapids, Michigan. She earned a Bachelor of Arts degree in mathematics in 1967 followed by a Master of Arts degree in 1969 at the University of Michigan. Her PhD thesis was on Secure Information Flow in Computer Systems and awarded in 1975 by Purdue University.[2]",68
Denning,2,"Denning was born January 6, 1942, in Queens, New York, and raised in Darien, Connecticut. He took an early interest in science, pursuing astronomy, botany, radio, and electronics while in grade school. At Fairfield Prep, he submitted home-designed computers to the science fair in 1958, 1959, and 1960. His second computer, which solved linear equations using pinball machine parts, won the grand prize.[3] He attended Manhattan College for a Bachelor in EE (1964) and then MIT for a PhD (1968). At MIT he worked on Project MAC and contributed to",296
Dewar,0,"Dewar was born in Oxford, England, one of two sons of the theoretical chemist Michael J. S. Dewar and Mary Dewar, née Williamson (d. 1994), a historian and scholar of English Tudor history.[2][3] In 1959, he moved with his parents from England to Chicago, Illinois, when his father accepted a teaching job at the University of Chicago.[4] Dewar attended the University of Chicago, earning a Bachelor of Science (B.S.) in 1964, and a Doctor of Philosophy (Ph.D.) in chemistry in 1968.[5] He began to work with computers during graduate school.[6]",15
Dietz,0,"Born in Brunssum, Dietz studied at the Eindhoven University of Technology, where in 1970 he obtained his MSc in Electrical Engineering (control systems) and in 1987 his Doctoral Degree on the thesis titled ""Modelleren en specificeren van informatiesystemen"" (Modelling and Specifying Information Systems)[3] under supervision of Theo Bemelmans and Kees van Hee. Dietz has been practitioner in the field of automation and information systems from 1970 to 1980. He (co-)developed one of the first relational model based production control systems at Philips Factories, a state of the art computer accounting",119
Diffie,8,"Diffie was born in Washington, D.C., the son of Justine Louise (Whitfield), a writer and scholar, and Bailey Wallys Diffie, who taught Iberian history and culture at City College of New York.[8] His interest in cryptography began at ""age 10 when his father, a professor, brought home the entire crypto shelf of the City College Library in New York.""[8] At Jamaica High School in Queens, New York, Diffie ""performed competently"" but ""never did apply himself to the degree his father hoped."" Although he graduated with a local diploma, he did",43
Dillon,0,"Dillon studied electronic engineering and computer science at the University of California, Berkeley, where he first became involved with BSD in 1985. He also became known for his Amiga programming,[3] his C compiler DICE[2] and his work on the Linux kernel.[8] He founded and worked at Best Internet from 1994 until 1997, contributing to FreeBSD in that time.[9] His ""Diablo"" internet news transit program was very popular with many ISPs. In 1997, Dillon gained commit access to the FreeBSD code and heavily contributed to the virtual memory subsystem,[10] amongst other",1
Dongarra,15,"Dongarra received a BSc degree in mathematics from Chicago State University in 1972 and a MSc degree in Computer Science from the Illinois Institute of Technology in 1973. In 1980, he received PhD in Applied Mathematics from the University of New Mexico under the supervision of Cleve Moler.[1]",984
Draper,6,"Draper was born in Windsor, Missouri. He attended the University of Missouri in 1917, then transferred to Stanford University, California in 1919, from which he earned a B.A. in psychology in 1922. He matriculated at MIT in 1922, earning a Bachelor of Science degree in electrochemical engineering (1926), and Master of Science (1928), and a Doctor of Science (1938) degrees in physics.[3] Charles Stark Draper's relatives were prominent in his home state of Missouri, including his cousin, Governor Lloyd C. Stark.",0
Dumais,0,"Susan Dumais is a Technical Fellow at Microsoft and Managing Director of the Microsoft Research Northeast Labs, inclusive of MSR New England, MSR New York and MSR Montreal. She is also an Affiliate Professor at the University of Washington Information School. Before joining Microsoft in 1997, Dumais was a researcher at Bellcore (now Telcordia Technologies), where she and her colleagues conducted research into what is now called the vocabulary problem in information retrieval.[3] Their study demonstrated, through a variety of experiments, that different people use different vocabulary to describe the",208
